learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.289447277,1.182194169220618E-8,100000.0,97.545,48.67019551440999,58.58636977058036,19.87597911227167,100000.0,19960.0,17.0,-39.0,-39.0,2.0,0.0,0.0,1.0
200000.0,3.574548355,2.2628109976709302E-8,200000.0,97.4185,45.006687774725066,56.51844365841331,15.870946716636583,200000.0,32504.0,7.0,-112.0,-112.0,3.0,0.0,0.0,1.0
300000.0,5.042746614,3.27952371923522E-8,300000.0,97.40299999999999,45.86793943337921,56.42129992169143,15.617892342683714,300000.0,26768.0,2.0,-168.0,-168.0,3.0,0.0,0.0,1.0
400000.0,6.73652614,6.594282721583006E-8,400000.0,97.42450000000001,47.049331447696154,56.57195851951783,15.902040816326657,400000.0,75648.0,59.0,-176.0,-176.0,4.0,0.0,0.0,1.0
500000.0,8.122267667,6.785574225710497E-8,500000.0,97.421,46.480031366090124,56.53859116953151,15.735476703914392,500000.0,5336.0,83.0,-211.0,-211.0,0.0,0.0,0.0,1.0
600000.0,9.270569595,7.93367695087691E-8,600000.0,97.39,45.36665804757666,55.737704918032726,14.257555847569012,600000.0,38648.0,85.0,-261.0,-261.0,4.0,0.0,0.0,1.0
700000.0,10.481104723,8.553495698473518E-8,700000.0,97.37642857142858,44.964803053301736,55.53807045151922,13.884460283222563,700000.0,19792.0,109.0,-291.0,-291.0,2.0,0.0,0.0,1.0
800000.0,11.620513053,9.117087812172868E-8,800000.0,97.365625,45.12751763777166,55.45715855772075,13.651821198836329,800000.0,19120.0,126.0,-330.0,-330.0,2.0,0.0,0.0,1.0
900000.0,12.783651385,9.512837697722015E-8,900000.0,97.37288888888888,46.02185318469281,55.65142364106981,14.028070685768283,900000.0,13152.0,138.0,-377.0,-377.0,1.0,0.0,0.0,1.0
1000000.0,14.163315463,1.1659783385039616E-7,1000000.0,97.3782,46.05219475877892,55.68439200838385,14.10693225003287,1000000.0,60152.0,191.0,-390.0,-390.0,4.0,0.0,0.0,1.0
1100000.0,15.253646515,1.221805518689379E-7,1100000.0,97.39227272727273,46.51205857636338,55.79578376379209,14.314305343967378,1100000.0,19792.0,196.0,-439.0,-439.0,2.0,0.0,0.0,1.0
1200000.0,16.443352066,1.5258898634533085E-7,1200000.0,97.37616666666666,45.947554497342196,55.48549454278117,13.708616531462376,1200000.0,98800.0,223.0,-466.0,-466.0,6.0,0.0,0.0,1.0
1300000.0,17.671758062,1.6286502793052127E-7,1300000.0,97.37961538461538,45.93699720630658,55.51245886224723,13.752943261513305,1300000.0,32336.0,249.0,-496.0,-496.0,4.0,0.0,0.0,1.0
1400000.0,18.940847761,1.756088801757246E-7,1400000.0,97.37400000000001,45.83633788642153,55.391074332031074,13.498505917507874,1400000.0,38816.0,250.0,-550.0,-550.0,4.0,0.0,0.0,1.0
1500000.0,20.086023853,1.9195520463138815E-7,1500000.0,97.38613333333333,46.04911363998166,55.512186266055465,13.707192534554235,1500000.0,55176.0,283.0,-578.0,-578.0,5.0,0.0,0.0,1.0
1600000.0,21.270646341,2.0597158198583454E-7,1600000.0,97.3925625,46.32998042314345,55.64828202075186,13.981443298969026,1600000.0,45736.0,298.0,-622.0,-622.0,4.0,0.0,0.0,1.0
1700000.0,22.444115343,2.1186098102477273E-7,1700000.0,97.37729411764707,46.00080166233465,55.41934967803866,13.544433887262267,1700000.0,19400.0,318.0,-655.0,-655.0,2.0,0.0,0.0,1.0
1800000.0,23.676381369,2.1578590013914634E-7,1800000.0,97.3605,45.68826654878377,55.22729842813532,13.172755350061339,1800000.0,12312.0,320.0,-711.0,-711.0,1.0,0.0,0.0,1.0
1900000.0,24.817141064,2.1897314590764126E-7,1900000.0,97.35557894736843,45.61144377476035,55.18170303106,13.068152326245395,1900000.0,10800.0,322.0,-773.0,-773.0,1.0,0.0,0.0,1.0
2000000.0,25.974864649,2.2469966084675653E-7,2000000.0,97.3471,45.360560769807286,55.06834002337272,12.852520407995613,2000000.0,19120.0,328.0,-820.0,-820.0,2.0,0.0,0.0,1.0
