learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.19755691,2.5282756451703606E-8,100000.0,85.053,69.32271919804798,69.55618469560258,65.30730665676353,1255.0,15704.0,41.0,241.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
200000.0,3.366320631,3.6363646116089075E-8,200000.0,86.98599999999999,73.38608975998964,73.47843365023078,69.8397432183455,1518.0,11992.0,69.0,386.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
300000.0,4.305566801,4.4310183598662E-8,300000.0,87.11,73.66092104425685,73.72283605822155,70.20020652559221,308.0,4008.0,43.0,283.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
400000.0,5.379978446,5.552161759312161E-8,400000.0,87.24300000000001,73.95168728111669,73.97141487201984,70.49125343356948,1631.0,11992.0,68.0,442.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
500000.0,6.349981914,6.270253354202749E-8,500000.0,87.6032,74.69293231416452,74.70835696536192,71.31007924165002,1177.0,4008.0,56.0,347.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
600000.0,7.383619571,7.137280196468449E-8,600000.0,87.7525,75.00270817204685,75.0429620371817,71.64153761254047,402.0,4008.0,70.0,384.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
700000.0,8.325331561,8.031858584242977E-8,700000.0,87.85300000000001,75.20773869456096,75.23237219165354,71.87003758204533,455.0,8000.0,57.0,287.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
800000.0,9.239215141,8.900001401039876E-8,800000.0,87.4935,74.4746056024172,74.4829098847737,71.03627557976951,1718.0,8000.0,41.0,269.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
900000.0,10.154917228,9.769871706790394E-8,900000.0,87.40477777777778,74.30309390469803,74.28666051187595,70.82863686662034,1143.0,8000.0,33.0,202.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1000000.0,11.103435146,1.0572369862122669E-7,1000000.0,87.2977,74.08531339630758,74.06063403118695,70.58740442637298,617.0,4008.0,45.0,273.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1100000.0,12.079380136,1.1905047978984813E-7,1100000.0,87.31654545454546,74.12383553586503,74.10156075973805,70.62760396381451,4653.0,23968.0,57.0,339.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
1200000.0,12.988418675,1.276858825380231E-7,1200000.0,87.46841666666667,74.43692953952257,74.42225166644273,70.98112544890017,671.0,8000.0,45.0,276.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1300000.0,14.013685139,1.3849058379239092E-7,1300000.0,87.4766923076923,74.45408950008465,74.44367351295688,71.00053437833986,2203.0,8000.0,70.0,393.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1400000.0,14.979105417,1.4665856857700065E-7,1400000.0,87.57435714285714,74.65643767661773,74.65063548639992,71.2201876753666,745.0,4008.0,60.0,316.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1500000.0,15.856512994,1.5772822024815199E-7,1500000.0,87.49646666666666,74.4962381957893,74.49698469571602,71.04403459530226,5265.0,19976.0,35.0,216.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
1600000.0,16.891380062,1.6648376294612472E-7,1600000.0,87.5431875,74.59196046688592,74.59410400778074,71.15314196557927,925.0,4008.0,77.0,403.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1700000.0,17.821374389,1.742557886861596E-7,1700000.0,87.67523529411764,74.86170846179037,74.86057717689181,71.45268774278112,2799.0,4008.0,60.0,306.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1800000.0,18.894864413,1.8445339671451186E-7,1800000.0,87.669,74.84879793658644,74.84815382244422,71.43706471887208,950.0,8000.0,80.0,458.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1900000.0,19.807686491,1.9305861979173705E-7,1900000.0,87.72142105263157,74.95337145154501,74.96227593623291,71.55990032866184,1540.0,8000.0,45.0,307.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
2000000.0,20.843989756,2.0505629068810908E-7,2000000.0,87.71594999999999,74.94717395792999,74.95935804568002,71.55953107219713,10008.0,15984.0,62.0,406.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
