learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.401965199,1.2402946691349563E-8,100000.0,96.5,-1.0042710377467818,37.5,-20.689655172413794,100000.0,19960.0,17.0,-39.0,-39.0,2.0,0.0,0.0,1.0
200000.0,3.659711957,2.2979097749746096E-8,200000.0,97.8,7.415200740678548,26.666666666666668,-29.411764705882355,200000.0,32504.0,7.0,-112.0,-112.0,3.0,0.0,0.0,1.0
300000.0,4.800809773,3.0881086864394864E-8,300000.0,96.6,-1.1242638748438194,37.03703703703704,-25.925925925925924,300000.0,26768.0,2.0,-168.0,-168.0,3.0,0.0,0.0,1.0
400000.0,6.116407478,5.662758615297369E-8,400000.0,96.3,30.970149253731254,45.58823529411756,-5.714285714285714,400000.0,75648.0,59.0,-176.0,-176.0,4.0,0.0,0.0,1.0
500000.0,7.46773056,5.8492989042916644E-8,500000.0,94.19999999999999,9.167789018698937,-3.571428571428571,-100.0,500000.0,5336.0,83.0,-211.0,-211.0,0.0,0.0,0.0,1.0
600000.0,8.612585067,6.993954806502908E-8,600000.0,96.0,-1.7863504504045484,23.076923076923077,-48.148148148148145,600000.0,38648.0,85.0,-261.0,-261.0,4.0,0.0,0.0,1.0
700000.0,9.841218519,7.623040266197174E-8,700000.0,98.1,56.82995546669092,61.224489795918366,26.923076923076923,700000.0,19792.0,109.0,-291.0,-291.0,2.0,0.0,0.0,1.0
800000.0,10.992377417,8.19244463111667E-8,800000.0,99.3,85.91889282265852,87.5,75.0,800000.0,19120.0,126.0,-330.0,-330.0,2.0,0.0,0.0,1.0
900000.0,12.150188713,8.586382028994045E-8,900000.0,95.7,-1.558809636278002,32.812499999999886,-30.303030303030305,900000.0,13152.0,138.0,-377.0,-377.0,1.0,0.0,0.0,1.0
1000000.0,13.442603958,1.0597556619042528E-7,1000000.0,98.0,32.61001415189718,56.52173913043478,13.043478260869565,1000000.0,60152.0,191.0,-390.0,-390.0,4.0,0.0,0.0,1.0
1100000.0,14.521528192,1.114998789674892E-7,1100000.0,97.5,43.24373410824547,53.70370370370371,10.714285714285714,1100000.0,19792.0,196.0,-439.0,-439.0,2.0,0.0,0.0,1.0
1200000.0,15.713021945,1.4195401922654568E-7,1200000.0,97.0,5.452253387960943,42.30769230769231,-11.11111111111111,1200000.0,98800.0,223.0,-466.0,-466.0,6.0,0.0,0.0,1.0
1300000.0,16.950949229,1.523097096833235E-7,1300000.0,96.6,39.70562156410711,48.4848484848484,2.857142857142857,1300000.0,32336.0,249.0,-496.0,-496.0,4.0,0.0,0.0,1.0
1400000.0,18.210678636,1.6495956843199624E-7,1400000.0,98.1,56.91609977324272,68.85245901639344,36.666666666666664,1400000.0,38816.0,250.0,-550.0,-550.0,4.0,0.0,0.0,1.0
1500000.0,19.392898662,1.818346606191103E-7,1500000.0,97.5,61.400691699604735,64.28571428571422,30.555555555555557,1500000.0,55176.0,283.0,-578.0,-578.0,5.0,0.0,0.0,1.0
1600000.0,20.639289187,1.965818734285691E-7,1600000.0,98.6,64.31484502446972,70.83333333333334,41.66666666666667,1600000.0,45736.0,298.0,-622.0,-622.0,4.0,0.0,0.0,1.0
1700000.0,21.808406207,2.0244943076690454E-7,1700000.0,96.5,8.996359854394212,41.66666666666667,-16.666666666666664,1700000.0,19400.0,318.0,-655.0,-655.0,2.0,0.0,0.0,1.0
1800000.0,23.051448403,2.0640867331040818E-7,1800000.0,96.0,18.283963227783463,39.39393939393929,-14.285714285714285,1800000.0,12312.0,320.0,-711.0,-711.0,1.0,0.0,0.0,1.0
1900000.0,24.198203293,2.0961266946023125E-7,1900000.0,97.3,-0.6861575178996179,38.63636363636363,-17.391304347826086,1900000.0,10800.0,322.0,-773.0,-773.0,1.0,0.0,0.0,1.0
2000000.0,25.363429786,2.1537629646591015E-7,2000000.0,96.3,12.189101955572484,31.48148148148148,-37.03703703703704,2000000.0,19120.0,328.0,-820.0,-820.0,2.0,0.0,0.0,1.0
