learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.173708917,1.6091922910902647E-8,100000.0,92.13799999999999,84.19313507132354,84.18108651911467,82.96424702058505,115.0,4008.0,70.0,279.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
200000.0,3.34918721,2.4793964811021254E-8,200000.0,91.6245,83.15638246175759,83.17615274137012,81.87140831809178,1205.0,4008.0,62.0,319.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
300000.0,4.343316668,3.2153484973303145E-8,300000.0,90.88866666666667,81.67976761180788,81.69790222900721,80.30904441162697,490.0,4008.0,66.0,330.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
400000.0,5.366409785,4.187234807442046E-8,400000.0,91.04275,81.98999400077646,81.98905137008681,80.64123968683641,2242.0,8000.0,75.0,361.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
500000.0,6.284045337,5.821637951867862E-8,500000.0,90.67880000000001,81.25710387533472,81.26504934375818,79.84370066991606,9302.0,39936.0,48.0,253.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
600000.0,7.23985732,6.529223619270863E-8,600000.0,90.54266666666668,80.98652512113485,80.99690560072872,79.57077898465937,178.0,4008.0,54.0,278.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
700000.0,8.200273286,7.940478107740689E-8,700000.0,90.50128571428571,80.9027607386671,80.89926373212835,79.49150555809162,5859.0,27960.0,80.0,340.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
800000.0,9.20274429,9.090702723493385E-8,800000.0,90.40424999999999,80.70944352698002,80.70153827589414,79.27908960364503,2980.0,15984.0,65.0,324.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
900000.0,10.181240215,1.0114796180209766E-7,900000.0,90.54933333333334,81.00093562466341,80.98788943577915,79.58427343862515,3089.0,11992.0,63.0,359.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1000000.0,11.120527635,1.0909484828228338E-7,1000000.0,90.5691,81.0395198232496,81.02419335366885,79.61618100314266,575.0,4008.0,60.0,265.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1100000.0,12.160949481,1.1879745138334318E-7,1100000.0,90.47690909090909,80.8554611806365,80.83846574560673,79.41932289701998,1808.0,7328.0,67.0,376.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1200000.0,13.139354437,1.2807357552180274E-7,1200000.0,90.49199999999999,80.88560515817484,80.87242246437552,79.44919757200236,3949.0,11992.0,71.0,311.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1300000.0,14.082404888,1.3505495883393826E-7,1300000.0,90.56469230769231,81.03197083564709,81.02628436364986,79.601777417091,198.0,4008.0,54.0,290.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1400000.0,15.044191544,1.4419144180584492E-7,1400000.0,90.5935,81.09067354783984,81.08700428982378,79.6657355809095,1157.0,8000.0,81.0,314.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1500000.0,16.037477181,1.5465911527891334E-7,1500000.0,90.501,80.90214596502473,80.89606229746018,79.45614325982424,908.0,11992.0,71.0,339.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1600000.0,17.020913644,1.629612089333228E-7,1600000.0,90.55193750000001,81.00525865892621,80.9999446974953,79.56684175382728,769.0,8000.0,72.0,348.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1700000.0,17.943946981,1.7652444596772807E-7,1700000.0,90.5900588235294,81.08087611796928,81.08261522032971,79.64649285644306,6141.0,27960.0,62.0,276.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
1800000.0,18.94517804,1.8393653913780428E-7,1800000.0,90.60472222222222,81.11053404701534,81.11647455416612,79.68251794291426,243.0,4008.0,68.0,370.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1900000.0,20.016308398,1.929988891483119E-7,1900000.0,90.58857894736843,81.07761486413587,81.08413164531254,79.65068046525867,708.0,4008.0,80.0,456.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000000.0,20.991228994,2.0226013785533816E-7,2000000.0,90.5222,80.9447173125267,80.9490691419865,79.5067505038012,1237.0,8000.0,58.0,302.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
