learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.437582151,4.237156048054703E-8,100000.0,98.48400000000001,44.12375600259612,58.28288387451862,18.713136729223024,100000.0,67192.0,26.0,-25.0,-25.0,4.0,0.0,0.0,1.0
200000.0,3.945304691,6.282260437270212E-8,200000.0,98.438,41.2040612146656,57.485029940119844,16.892790635807597,200000.0,52432.0,47.0,-54.0,-54.0,4.0,0.0,0.0,1.0
300000.0,5.273306332,8.219910492180743E-8,300000.0,98.46733333333333,43.224851500450214,58.57284440039633,18.920825251278416,300000.0,56400.0,76.0,-77.0,-77.0,4.0,0.0,0.0,1.0
400000.0,6.66383641,9.322702230959096E-8,400000.0,98.51124999999999,44.86300930412137,59.49530676098473,20.578821018938147,400000.0,30656.0,103.0,-108.0,-108.0,4.0,0.0,0.0,1.0
500000.0,8.020637879,1.1808663657641245E-7,500000.0,98.5188,44.739565524866784,59.47247455401106,20.56205084200361,500000.0,70824.0,114.0,-146.0,-146.0,4.0,0.0,0.0,1.0
600000.0,9.620085826,1.4641555600869573E-7,600000.0,98.54983333333334,45.68088176910715,60.07616775259259,21.704310267254705,600000.0,68464.0,165.0,-150.0,-150.0,4.0,0.0,0.0,1.0
700000.0,11.086107313,1.6408607553509788E-7,700000.0,98.55228571428572,45.960755897405896,60.39859320046892,22.321017936532492,700000.0,46592.0,196.0,-176.0,-176.0,4.0,0.0,0.0,1.0
800000.0,12.382748277,1.7899579909342446E-7,800000.0,98.549875,45.66968789612918,60.23241464417926,21.989106314303072,800000.0,44448.0,211.0,-212.0,-212.0,4.0,0.0,0.0,1.0
900000.0,13.633133288,1.8718361086297782E-7,900000.0,98.54377777777778,45.48691977939717,60.071898610772536,21.722510900077356,900000.0,25312.0,242.0,-234.0,-234.0,3.0,0.0,0.0,1.0
1000000.0,14.975257786,2.0869109836702547E-7,1000000.0,98.5414,45.022139410321465,59.921965159092224,21.403168444875437,1000000.0,61944.0,264.0,-262.0,-262.0,4.0,0.0,0.0,1.0
1100000.0,16.291361378,2.2853409445875222E-7,1100000.0,98.55636363636363,45.49319468509536,60.166557969196624,21.86961869618668,1100000.0,58280.0,265.0,-310.0,-310.0,5.0,0.0,0.0,1.0
1200000.0,17.652986169,2.421057098795639E-7,1200000.0,98.55175,45.26364456610147,60.123445459134636,21.76907494935897,1200000.0,38528.0,326.0,-309.0,-309.0,3.0,0.0,0.0,1.0
1300000.0,19.080610101,2.6167414924903875E-7,1300000.0,98.54623076923077,45.128625762395224,60.00380936256666,21.519039906980673,1300000.0,52984.0,408.0,-281.0,-281.0,4.0,0.0,0.0,1.0
1400000.0,20.400340133,2.805148002991163E-7,1400000.0,98.54507142857143,44.97815677394627,59.91459046719413,21.36735639283516,1400000.0,55184.0,447.0,-296.0,-296.0,5.0,0.0,0.0,1.0
1500000.0,21.761337155,3.088172754408005E-7,1500000.0,98.54493333333333,44.92416278299127,59.865396638593516,21.268306759973854,1500000.0,80384.0,471.0,-320.0,-320.0,5.0,0.0,0.0,1.0
1600000.0,23.29604017,3.271758856525686E-7,1600000.0,98.54731249999999,44.8679783738109,59.874667679452934,21.26888422193604,1600000.0,46240.0,520.0,-325.0,-325.0,5.0,0.0,0.0,1.0
1700000.0,24.63115096,3.3786376118443075E-7,1700000.0,98.54494117647059,44.72478067224361,59.78278541930874,21.07211231652873,1700000.0,30944.0,557.0,-338.0,-338.0,2.0,0.0,0.0,1.0
1800000.0,25.926324324,3.44326442354992E-7,1800000.0,98.54105555555556,44.60040846225306,59.68281748956037,20.886304753871325,1800000.0,19288.0,576.0,-368.0,-368.0,2.0,0.0,0.0,1.0
1900000.0,27.228610072,3.530239109536674E-7,1900000.0,98.54094736842104,44.47981236407385,59.668878026070715,20.850820842255338,1900000.0,25816.0,601.0,-395.0,-395.0,2.0,0.0,0.0,1.0
2000000.0,28.53044368,3.785414584596124E-7,2000000.0,98.54465,44.76326568026487,59.76695325242586,21.0357830769649,2000000.0,75768.0,611.0,-434.0,-434.0,5.0,0.0,0.0,1.0
