learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.976706423,2.9046120749786497E-8,100000.0,92.01700000000001,71.5093524506723,71.65027167157926,52.869287991498425,10579.0,27960.0,40.0,235.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
200000.0,3.030006784,1.3141063757062372E-7,200000.0,89.6785,63.10227775060694,63.360607727942366,39.17079207920797,96336.0,238072.0,4.0,32.0,119.0,60.0,60.0,10.0,0.0,0.0,1.0
300000.0,4.050731074,1.4108798555124965E-7,300000.0,90.12166666666667,64.62887948782773,65.05018102909439,41.91493531948257,2526.0,11992.0,44.0,205.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
400000.0,4.909961564,1.5005579278017499E-7,400000.0,90.848,67.56353419452354,67.69815849149833,46.3846863603743,1522.0,11600.0,37.0,246.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
500000.0,5.793922138,1.629808560510642E-7,500000.0,91.081,68.37898663328208,68.46604770221823,47.661522211137836,3799.0,27680.0,37.0,168.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
600000.0,6.656428564,1.7980850575266199E-7,600000.0,91.16933333333334,68.79478589118546,68.7949444323382,48.21786339070182,10519.0,34880.0,50.0,199.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
700000.0,7.352842206,2.527167501186331E-7,700000.0,90.51857142857142,66.1082111925036,66.44878852676969,44.297571988485174,110519.0,258656.0,0.0,1.0,129.0,65.0,65.0,10.0,0.0,0.0,1.0
800000.0,8.212021881,4.188487570278657E-7,800000.0,89.647875,62.58181782805317,63.35741749368399,39.17715057909385,210519.0,423040.0,0.0,0.0,213.0,107.0,107.0,10.0,0.0,0.0,1.0
900000.0,8.913540585,5.026534311273508E-7,900000.0,88.97,59.39571146233871,60.95175907860786,35.207425005874256,237865.0,430896.0,1.0,51.0,219.0,110.0,110.0,10.0,0.0,0.0,1.0
1000000.0,9.564401635,5.081600724051872E-7,1000000.0,88.60329999999999,57.612733676654756,59.65327168645052,33.04526628088004,169.0,4008.0,9.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1100000.0,10.450854471,5.174376843588115E-7,1100000.0,89.01509090909092,59.40944039678979,61.10860777094008,35.44709540243396,1952.0,11712.0,55.0,285.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1200000.0,11.280750293,5.356678358571044E-7,1200000.0,89.37183333333333,60.87964273841588,62.369845836099415,37.545969609864265,17093.0,39936.0,61.0,185.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
1300000.0,12.106106265,5.468528769781171E-7,1300000.0,89.53507692307693,61.619754943028205,62.95834433786314,38.55090269340046,4697.0,23568.0,39.0,209.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
1400000.0,12.971050436,5.559680325962003E-7,1400000.0,89.80571428571429,62.67879407259169,63.88435503258052,40.06332994565721,1951.0,11992.0,46.0,258.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1500000.0,13.837154435,6.251815953724045E-7,1500000.0,89.76053333333334,62.57303731312452,63.74289160778909,39.82164966226277,67882.0,151320.0,13.0,94.0,75.0,38.0,38.0,8.0,0.0,0.0,1.0
1600000.0,14.715937561,6.325529266470754E-7,1600000.0,89.93068749999999,63.29012243163306,64.33826947340458,40.81509700124531,2067.0,4008.0,53.0,226.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1700000.0,15.544525237,6.395632326086445E-7,1700000.0,90.11370588235295,64.01476898409841,64.9843638341004,41.89860508530244,1449.0,4008.0,52.0,233.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1800000.0,16.331202352,6.469418337366317E-7,1800000.0,90.22055555555556,64.46910158388249,65.35490410257925,42.50898960439213,1731.0,11600.0,47.0,186.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1900000.0,17.181565083,6.532370517423812E-7,1900000.0,90.35821052631579,65.02109561341378,65.836801981232,43.29500255366566,2862.0,4008.0,53.0,258.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000000.0,18.005804608,6.653485926830749E-7,2000000.0,90.50155,65.56876998282254,66.33951606044282,44.097991613330386,10234.0,27960.0,55.0,236.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
