learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.218397177,1.876885621824198E-8,100000.0,92.511,84.71315728733917,84.7914382031599,82.91703734118022,268.0,4008.0,72.0,300.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
200000.0,3.39819665,3.1080007144233415E-8,200000.0,92.459,84.59971878917007,84.70571532876325,82.76480738683763,2319.0,11992.0,60.0,254.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
300000.0,4.44789101,3.885087314612749E-8,300000.0,92.459,84.59896786715359,84.69743908873227,82.74304893397918,1274.0,4008.0,83.0,331.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
400000.0,5.513760139,4.674148063402001E-8,400000.0,92.53325,84.76144719214462,84.87563045635925,82.94785642103099,162.0,4008.0,71.0,342.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
500000.0,6.477662797,5.5898064546318095E-8,500000.0,92.5808,84.86750233982744,84.98241011752226,83.08759836237472,611.0,8000.0,54.0,250.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
600000.0,7.530608074,6.79358635366025E-8,600000.0,92.6535,85.01394928282514,85.13586425040297,83.24896823768155,2673.0,15424.0,71.0,356.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
700000.0,8.493802077,7.706777470125507E-8,700000.0,92.65942857142858,85.02009516202028,85.13194444444444,83.24256279473248,3155.0,11992.0,60.0,249.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
800000.0,9.490982381,8.543223476413638E-8,800000.0,92.599,84.8973263680344,85.0063056173174,83.1009070618389,841.0,4008.0,49.0,290.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
900000.0,10.536050777,9.535985181409867E-8,900000.0,92.72777777777777,85.16110566367414,85.26972495234321,83.39746890671888,3593.0,8000.0,66.0,302.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1000000.0,11.586291057,1.0313475925065164E-7,1000000.0,92.6994,85.10313047914543,85.20966114674457,83.34082554257665,1483.0,4008.0,62.0,312.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1100000.0,12.607834274,1.2239081713154498E-7,1100000.0,92.75063636363636,85.20828469386336,85.30917009329265,83.45773105199396,6922.0,43928.0,63.0,292.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
1200000.0,13.671861338,1.3137325033237123E-7,1200000.0,92.72408333333333,85.1550560273118,85.25508196499831,83.40003536316641,1618.0,8000.0,62.0,282.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1300000.0,14.674997302,1.409025306529262E-7,1300000.0,92.694,85.09496707948833,85.18826951117765,83.33844990641057,230.0,8000.0,72.0,320.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1400000.0,15.64195677,1.480609119317308E-7,1400000.0,92.68371428571427,85.07570905817565,85.16484391859694,83.31992561157124,414.0,4008.0,79.0,296.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1500000.0,16.674745217,1.55706623803462E-7,1500000.0,92.66253333333333,85.034062929873,85.12360054768375,83.2767595853757,77.0,4008.0,67.0,317.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1600000.0,17.6394289,1.6284815749218895E-7,1600000.0,92.6100625,84.92900455595054,85.0193467954257,83.16065164727647,141.0,4008.0,56.0,313.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1700000.0,18.618644879,1.7316755882647304E-7,1700000.0,92.5785294117647,84.86409027667553,84.95745307438351,83.08732551452522,4910.0,11992.0,61.0,275.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1800000.0,19.591493063,1.8230845006750692E-7,1800000.0,92.55816666666666,84.82290477424914,84.91922763856942,83.04094011477969,1399.0,8000.0,73.0,331.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1900000.0,20.569589744,1.926160557555573E-7,1900000.0,92.55394736842105,84.81443985332336,84.90513092178196,83.03301052379096,2291.0,11992.0,75.0,310.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
2000000.0,21.52866297,2.0363226982391544E-7,2000000.0,92.56285,84.83169785388345,84.92121661856434,83.05143263439278,5922.0,19696.0,60.0,286.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
