learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.654022784,4.332775315443675E-9,10000.0,80.04,70.06314351961473,70.24448419797257,69.88533494266747,10000.0,25608.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
20000.0,0.963908769,8.43800422542832E-9,20000.0,79.25,68.85560728205581,69.17248551478235,68.5105091433341,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.176662552,1.1256469799727202E-8,30000.0,79.14999999999999,68.7172272737366,68.85735623599702,68.33392396091732,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.408094436,1.5855087184318237E-8,40000.0,79.4,69.10114110451491,69.18704659337372,68.70014434399454,40000.0,76808.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,1.646195066,2.137465353116807E-8,50000.0,79.956,69.92709619956202,70.01196888090965,69.6210973022128,50000.0,89608.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
60000.0,1.936894791,3.00387820874465E-8,60000.0,80.26666666666667,70.39507679995491,70.49368255787873,70.1266589292022,60000.0,115208.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,2.194815019,3.932197927257046E-8,70000.0,80.58857142857143,70.87472954593109,70.9515360112876,70.67760034527407,70000.0,139128.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
80000.0,2.40114424,4.7476355794724075E-8,80000.0,80.82375,71.22808194941351,71.31075496044733,71.06672701897327,80000.0,152768.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,2.622321357,5.755737142067402E-8,90000.0,81.03555555555556,71.54433790308343,71.6322901258165,71.40799061897982,90000.0,176184.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
100000.0,2.849519487,6.809055794522166E-8,100000.0,81.25,71.86663567789341,71.92273135669363,71.74034273312333,100000.0,179208.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,3.080590986,7.880331865092739E-8,110000.0,81.41909090909091,72.12159211550012,72.15433032247518,72.01210494604808,110000.0,179208.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
120000.0,3.343171944,9.253221944684161E-8,120000.0,81.52833333333334,72.28549624466058,72.2758655193116,72.15571494969036,120000.0,202104.0,31.0,16.0,16.0,6.0,0.0,0.0,1.0
130000.0,3.548469171,1.0380312568623572E-7,130000.0,81.6876923076923,72.52656220181419,72.50150164025318,72.40108049201804,130000.0,212216.0,33.0,17.0,17.0,6.0,0.0,0.0,1.0
140000.0,3.778395653,1.195016534817674E-7,140000.0,81.78357142857143,72.67115419573955,72.65709598910702,72.5467189114709,140000.0,263920.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
150000.0,4.004329203,1.3794961461877656E-7,150000.0,81.884,72.82303599333915,72.80152136923232,72.71878482435974,150000.0,315624.0,49.0,25.0,25.0,6.0,0.0,0.0,1.0
160000.0,4.172695078,1.51733638413743E-7,160000.0,81.9875,72.97908244743523,72.96790290205789,72.89468239188909,160000.0,316464.0,49.0,25.0,25.0,6.0,0.0,0.0,1.0
170000.0,4.343066647,1.6620900725075558E-7,170000.0,82.11941176470589,73.17742897130807,73.15795980360991,73.1042842733016,170000.0,328424.0,51.0,26.0,26.0,6.0,0.0,0.0,1.0
180000.0,4.509459968,1.80346370119618E-7,180000.0,82.20333333333333,73.30470106826716,73.28228994645448,73.24770550261809,180000.0,328424.0,51.0,26.0,26.0,6.0,0.0,0.0,1.0
190000.0,4.685363778,1.9581237133600228E-7,190000.0,82.2921052631579,73.43806211982032,73.42438053411901,73.39243489470064,190000.0,339864.0,53.0,27.0,27.0,6.0,0.0,0.0,1.0
200000.0,4.867441837,2.1294003907116332E-7,200000.0,82.357,73.53481620912196,73.51557046677625,73.4879107998858,200000.0,363616.0,57.0,29.0,29.0,6.0,0.0,0.0,1.0
210000.0,5.051027596,2.3197744069496993E-7,210000.0,82.39190476190477,73.58627401193255,73.5706780836115,73.53814666122788,210000.0,400840.0,63.0,32.0,32.0,6.0,0.0,0.0,1.0
220000.0,5.241220925,2.530005691013443E-7,220000.0,82.43863636363636,73.65694551720627,73.62996635064944,73.6215042604326,220000.0,427272.0,67.0,34.0,34.0,7.0,0.0,0.0,1.0
230000.0,5.415057949,2.726704984408989E-7,230000.0,82.49956521739131,73.74833612169863,73.7390146992621,73.72101222187403,230000.0,437384.0,69.0,35.0,35.0,7.0,0.0,0.0,1.0
240000.0,5.591590289,2.9386056885904314E-7,240000.0,82.54541666666667,73.81694748198879,73.80895813534738,73.78502859860575,240000.0,463992.0,73.0,37.0,37.0,7.0,0.0,0.0,1.0
250000.0,5.763881555,3.1508961745506764E-7,250000.0,82.61359999999999,73.91910554887366,73.9162265962554,73.89445108437786,250000.0,476288.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
260000.0,5.930550049,3.357200184091842E-7,260000.0,82.66230769230769,73.99142071257475,73.99701194644577,73.96096281705437,260000.0,478472.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
270000.0,6.105756985,3.574682350259439E-7,270000.0,82.71333333333334,74.06830444754914,74.06841529204563,74.03538050734313,270000.0,479816.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
280000.0,6.299233915,3.838695906870232E-7,280000.0,82.76607142857144,74.14828226334589,74.15233810059458,74.1171233023665,280000.0,527472.0,83.0,42.0,42.0,7.0,0.0,0.0,1.0
290000.0,6.483168366,4.1014698382708544E-7,290000.0,82.81586206896552,74.22353857269185,74.22494853678974,74.19625427827285,290000.0,552232.0,87.0,44.0,44.0,7.0,0.0,0.0,1.0
300000.0,6.660528398,4.361341084884913E-7,300000.0,82.84866666666667,74.2730119013047,74.27480076394653,74.25021143712186,300000.0,566376.0,89.0,45.0,45.0,7.0,0.0,0.0,1.0
