learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.184061826,2.2858382625054157E-8,100000.0,95.49,89.86703573723493,89.91480131487734,86.6568047337278,1554.0,11992.0,71.0,257.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
200000.0,3.336742935,3.608650921841256E-8,200000.0,95.7315,90.40640049322192,90.43762671236713,87.37298288689377,2821.0,15592.0,75.0,251.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
300000.0,4.205812244,4.4279272576963734E-8,300000.0,95.42533333333333,89.70066821800438,89.76927951097692,86.44944707740915,1206.0,7720.0,54.0,217.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
400000.0,5.131237214,5.98005786183435E-8,400000.0,95.36,89.55535982760077,89.62450316687443,86.26406157489639,4890.0,31952.0,53.0,233.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0
500000.0,6.042225837,7.482711513044933E-8,500000.0,95.5206,89.93043479294546,89.98596058232286,86.75908956547444,9148.0,34864.0,70.0,244.0,19.0,10.0,10.0,5.0,0.0,0.0,1.0
600000.0,7.03419156,8.425028385541091E-8,600000.0,95.5145,89.91314608538535,89.973324789318,86.73739922335456,378.0,8000.0,61.0,279.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
700000.0,7.923468948,9.083358627561479E-8,700000.0,95.55314285714286,90.00593708504321,90.06257182990677,86.85306415508722,615.0,4008.0,68.0,230.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
800000.0,8.775946251,1.024743842557321E-7,800000.0,95.6165,90.14851870206428,90.20586452767903,87.03202425856077,2680.0,23968.0,69.0,197.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
900000.0,9.746988262,1.1566186571078581E-7,900000.0,95.59844444444444,90.10520155836639,90.1637797465337,86.98154069624142,5292.0,19960.0,72.0,288.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
1000000.0,10.647550675,1.2419997530047057E-7,1000000.0,95.6037,90.12208398701728,90.18185553840897,87.00726432324761,1944.0,11992.0,67.0,248.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1100000.0,11.515356525,1.3605008855306233E-7,1100000.0,95.63936363636364,90.19966828498104,90.25941983368702,87.10665028801519,3709.0,23968.0,59.0,239.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
1200000.0,12.405270391,1.4542838561228374E-7,1200000.0,95.62841666666667,90.17269327423706,90.22798693811251,87.07021063684002,4690.0,11992.0,64.0,213.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1300000.0,13.297543938,1.5379742352482967E-7,1300000.0,95.59884615384615,90.10408108206434,90.16102793741852,86.97892367598764,1371.0,11600.0,75.0,218.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1400000.0,14.169379942,1.602516077339463E-7,1400000.0,95.59021428571428,90.08391053275854,90.14168621445668,86.9471178241602,122.0,4008.0,56.0,183.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1500000.0,15.091783768,1.7093062218045816E-7,1500000.0,95.61699999999999,90.14607778860338,90.20595136121558,87.03149564363191,2608.0,15984.0,67.0,261.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
1600000.0,15.978195193,1.7919697901839392E-7,1600000.0,95.5738125,90.04783186204124,90.11132940406024,86.90385049245324,258.0,7328.0,47.0,255.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1700000.0,16.910451907,1.879564724024075E-7,1700000.0,95.60917647058822,90.1290204931072,90.18910975936741,87.0089456646594,888.0,8000.0,83.0,272.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1800000.0,17.805965901,1.983241731961589E-7,1800000.0,95.64777777777778,90.21534417212516,90.27805700131297,87.12339124574697,6653.0,15984.0,68.0,232.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1900000.0,18.697569885,2.057864398451667E-7,1900000.0,95.62257894736842,90.15560171120256,90.22146924273437,87.04786020515743,291.0,7720.0,63.0,252.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
2000000.0,19.572144875,2.1491258792744123E-7,2000000.0,95.6094,90.12618194353963,90.19100354215001,87.00813729841693,2317.0,11992.0,71.0,221.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
