learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.681088806,1.2251743185122808E-8,100000.0,96.5,92.9788241335869,92.92929292929293,92.61603375527426,100000.0,17664.0,156.0,23.0,23.0,2.0,0.0,0.0,1.0
200000.0,4.12390733,1.9388439663598935E-8,200000.0,99.3,98.59885666704031,98.53556485355648,98.55072463768116,200000.0,19120.0,371.0,86.0,86.0,2.0,0.0,0.0,1.0
300000.0,5.498349844,2.7612045539712742E-8,300000.0,98.5,96.99393978260173,96.94501018329939,96.76025917926565,300000.0,23128.0,573.0,161.0,161.0,2.0,0.0,0.0,1.0
400000.0,6.841404001,3.200658138882576E-8,400000.0,98.8,97.57183326588425,97.60479041916167,97.28506787330316,400000.0,12648.0,788.0,231.0,231.0,1.0,0.0,0.0,1.0
500000.0,8.25055863,3.39518165086334E-8,500000.0,95.19999999999999,90.4122722914669,89.8520084566596,89.99999999999999,500000.0,5336.0,978.0,271.0,271.0,0.0,0.0,0.0,1.0
600000.0,9.50802909,3.953411049404492E-8,600000.0,97.3,94.6037989255564,94.42148760330578,94.47852760736197,600000.0,17160.0,1223.0,384.0,384.0,1.0,0.0,0.0,1.0
700000.0,10.906904324,5.50519547004708E-8,700000.0,97.3,94.58522850335716,94.44444444444444,94.24307036247335,700000.0,42880.0,1487.0,479.0,479.0,4.0,0.0,0.0,1.0
800000.0,12.202348718,7.441724479311043E-8,800000.0,97.1,94.19958236993064,94.03292181069959,93.98340248962656,800000.0,57784.0,1721.0,565.0,565.0,4.0,0.0,0.0,1.0
900000.0,13.500276454,8.184458411109117E-8,900000.0,97.1,94.19051892688867,94.17670682730923,93.99585921325051,900000.0,22120.0,1925.0,633.0,633.0,2.0,0.0,0.0,1.0
1000000.0,14.772105399,8.985958579536321E-8,1000000.0,97.89999999999999,95.78905153398837,95.85798816568047,95.57894736842105,1000000.0,24360.0,2124.0,700.0,700.0,3.0,0.0,0.0,1.0
1100000.0,16.048336163,1.0745853098862909E-7,1100000.0,96.7,93.36267166544646,93.33333333333333,92.87257019438444,1100000.0,53304.0,2346.0,780.0,780.0,4.0,0.0,0.0,1.0
1200000.0,17.356516866,1.146602635802101E-7,1200000.0,98.4,96.79918059023109,96.91714836223507,96.74796747967478,1200000.0,21280.0,2530.0,821.0,821.0,3.0,0.0,0.0,1.0
1300000.0,18.728162759,1.2799678713069816E-7,1300000.0,91.9,83.38884058208784,83.99209486166008,82.07964601769913,1300000.0,37584.0,2794.0,928.0,928.0,4.0,0.0,0.0,1.0
1400000.0,19.995750754,1.3214439417759165E-7,1400000.0,96.5,92.96878138936879,92.827868852459,92.48927038626609,1400000.0,12648.0,2958.0,962.0,962.0,1.0,0.0,0.0,1.0
1500000.0,21.301437983,1.3826230574499816E-7,1500000.0,97.5,94.99823938026185,94.81327800829875,94.88752556237219,1500000.0,18112.0,3169.0,1032.0,1032.0,2.0,0.0,0.0,1.0
1600000.0,22.618519659,1.4240013051913432E-7,1600000.0,98.9,97.79903157389252,97.85992217898833,97.80876494023904,1600000.0,12144.0,3391.0,1117.0,1117.0,1.0,0.0,0.0,1.0
1700000.0,23.875136358,1.4585646229408062E-7,1700000.0,95.3,90.59473305050828,90.36885245901638,90.82031249999999,1700000.0,10632.0,3548.0,1136.0,1136.0,1.0,0.0,0.0,1.0
1800000.0,25.198643874,1.5518596879956002E-7,1800000.0,91.10000000000001,82.28926211892065,81.72484599589322,80.43956043956044,1800000.0,27248.0,3762.0,1187.0,1187.0,3.0,0.0,0.0,1.0
1900000.0,26.513489616,1.7695838817470395E-7,1900000.0,91.7,83.30141153369493,82.81573498964804,82.11206896551725,1900000.0,64008.0,3952.0,1238.0,1238.0,4.0,0.0,0.0,1.0
2000000.0,27.817998455,1.9225016274584456E-7,2000000.0,96.6,93.19071213134715,93.26732673267327,92.88702928870293,2000000.0,45312.0,4129.0,1286.0,1286.0,4.0,0.0,0.0,1.0
