learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.531678172,4.288018294639885E-8,100000.0,97.709,37.626574357263806,51.358811040339766,4.937759336099684,54338.0,79064.0,32.0,70.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
200000.0,2.31842168,9.517953650323053E-8,200000.0,97.614,27.256496763127448,48.57758620689657,-0.2521008403359196,154338.0,226904.0,0.0,0.0,117.0,59.0,59.0,10.0,0.0,0.0,1.0
300000.0,2.86538522,1.5378764608991643E-7,300000.0,97.6,21.677932579321414,48.26099453866051,-1.0810051944406123,254338.0,383184.0,0.0,0.0,195.0,98.0,98.0,11.0,0.0,0.0,1.0
400000.0,3.396561738,2.3140885352365673E-7,400000.0,97.58274999999999,18.229997372738023,47.71817886882226,-1.907672849916014,354338.0,532976.0,0.0,0.0,267.0,134.0,134.0,13.0,0.0,0.0,1.0
500000.0,3.873124819,3.169277663793311E-7,500000.0,97.5692,16.05916690718016,47.702237521514604,-2.1001344086019147,454338.0,660992.0,0.0,0.0,333.0,167.0,167.0,13.0,0.0,0.0,1.0
600000.0,4.382708657,4.3278603749164066E-7,600000.0,97.56666666666666,14.44290702667494,47.5913561634001,-2.2767075306479696,554338.0,845048.0,0.0,0.0,429.0,215.0,215.0,15.0,0.0,0.0,1.0
700000.0,4.894737605,5.687622512290689E-7,700000.0,97.57014285714286,13.099569035521899,47.54517979399252,-2.4638554216867057,654338.0,991816.0,0.0,0.0,509.0,255.0,255.0,15.0,0.0,0.0,1.0
800000.0,5.39313389,7.178673608798969E-7,800000.0,97.56937500000001,12.08683721418026,47.502699784017345,-2.48234426056721,754338.0,1120960.0,0.0,0.0,567.0,284.0,284.0,15.0,0.0,0.0,1.0
900000.0,5.999051381,9.275704883194778E-7,900000.0,97.57277777777777,11.339382494323132,47.482931051062565,-2.582765907490047,854338.0,1301240.0,0.0,0.0,661.0,331.0,331.0,17.0,0.0,0.0,1.0
1000000.0,6.553999697,1.1452399450957838E-6,1000000.0,97.5761,10.690232548407813,47.43222728258508,-2.6293504953847995,954338.0,1478520.0,0.0,0.0,747.0,374.0,374.0,17.0,0.0,0.0,1.0
1100000.0,7.12320145,1.384048809136622E-6,1100000.0,97.57618181818182,10.257595538172648,47.441255322504304,-2.5895571203202716,1054338.0,1583496.0,0.0,0.0,801.0,401.0,401.0,17.0,3828.966233766234,0.0,1.0334402422545301
1200000.0,7.676502613,1.6397805278047403E-6,1200000.0,97.57483333333333,9.683325515257762,47.44654724068187,-2.6344560042319283,1154338.0,1747312.0,0.0,0.0,887.0,444.0,444.0,17.0,3828.966233766234,0.0,1.0334402422545301
1300000.0,8.227263695,1.9136793551637045E-6,1300000.0,97.5733076923077,9.261053799615105,47.42341921935922,-2.6519588702332326,1254338.0,1882232.0,0.0,0.0,961.0,481.0,481.0,19.0,3828.966233766234,0.0,1.0334402422545301
1400000.0,8.778260376,2.2085477130150152E-6,1400000.0,97.57757142857143,8.804014787178872,47.431565241653054,-2.6794635017711803,1354338.0,2027688.0,0.0,0.0,1021.0,511.0,511.0,19.0,3828.966233766234,0.0,1.0334402422545301
1500000.0,9.345892176,2.534407705709125E-6,1500000.0,97.57213333333333,8.399601867763,47.44118920479142,-2.652422696394759,1454338.0,2177184.0,0.0,0.0,1101.0,551.0,551.0,19.0,3828.966233766234,0.0,1.0334402422545301
1600000.0,9.94420696,2.908416498181011E-6,1600000.0,97.576,8.10995405021577,47.4471544715446,-2.633041361242659,1554338.0,2373200.0,0.0,0.0,1211.0,606.0,606.0,19.0,3828.966233766234,0.0,1.0334402422545301
1700000.0,10.546282582,3.311050607726038E-6,1700000.0,97.57311764705882,7.828949457028016,47.40042837472599,-2.700886189385709,1654338.0,2540928.0,0.0,0.0,1287.0,644.0,644.0,20.0,3828.966233766234,0.0,1.0334402422545301
1800000.0,11.159635637,3.7461967739340002E-6,1800000.0,97.5715,7.582752404382724,47.3945797631655,-2.7163568860586476,1754338.0,2697336.0,0.0,0.0,1367.0,684.0,684.0,20.0,3828.966233766234,0.0,1.0334402422545301
1900000.0,11.752840978,4.1839041604421E-6,1900000.0,97.56973684210526,7.366575736747735,47.41846588321023,-2.661301080528338,1854338.0,2806544.0,0.0,0.0,1423.0,712.0,712.0,20.0,3828.966233766234,0.0,1.0334402422545301
2000000.0,12.366084912,4.656879304853591E-6,2000000.0,97.56775,7.177641849645676,47.39602482860039,-2.69157694743538,1954338.0,2934864.0,0.0,0.0,1487.0,744.0,744.0,20.0,3828.966233766234,0.0,1.0334402422545301
