learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.829943602,3.9504571084119386E-8,100000.0,91.999,83.91080635266115,83.90140845070422,82.66305525460454,3362.0,23576.0,66.0,274.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
200000.0,5.201882872,6.887008396418145E-8,200000.0,90.73949999999999,81.36192930908068,81.39845531149878,79.95584463371608,103362.0,11640.0,0.0,29.0,147.0,15.0,15.0,1.0,0.0,0.0,1.0
300000.0,6.956999716,8.698849447589369E-8,300000.0,90.274,80.42583432266883,80.46321033284454,78.98065770990166,683.0,10464.0,49.0,215.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
400000.0,8.485778998,1.0095425959521285E-7,400000.0,90.417,80.721520366044,80.73081350632638,79.28884422327764,1054.0,5504.0,50.0,243.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
500000.0,9.947686469,1.1924384273473794E-7,500000.0,90.5852,81.06211091280143,81.07691998472454,79.6412986597354,2751.0,18952.0,46.0,271.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
600000.0,11.554060031,1.3363918716482196E-7,600000.0,90.44583333333334,80.78620060174462,80.80233352533791,79.36160484448749,202.0,5168.0,43.0,286.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
700000.0,13.080856505,1.4549500709058715E-7,700000.0,90.359,80.61282138060733,80.61314480892369,79.18429916227655,364.0,5336.0,62.0,341.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
800000.0,14.846133404,1.7338527010612808E-7,800000.0,90.31925,80.53400255477219,80.53059079950626,79.09554195143545,2162.0,31392.0,38.0,218.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
900000.0,16.309945278,1.9208039747918022E-7,900000.0,90.424,80.74400850030415,80.73575365798051,79.31352311458885,3343.0,18952.0,53.0,237.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1000000.0,17.868535961,2.059346423758773E-7,1000000.0,90.4475,80.79158156921697,80.7795233764457,79.35335641694009,714.0,5504.0,52.0,340.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1100000.0,19.353652491,2.1923106049298823E-7,1100000.0,90.4039090909091,80.70436635792237,80.69158150246302,79.26156010310575,173.0,9792.0,76.0,282.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
1200000.0,20.909808367,2.4647758271544753E-7,1200000.0,90.25033333333333,80.39502709895213,80.38625314333613,78.92685386984635,87568.0,36688.0,10.0,63.0,177.0,64.0,64.0,4.0,0.0,0.0,1.0
1300000.0,22.310882466,2.6136739315333253E-7,1300000.0,90.23784615384616,80.37116471243635,80.36902058570573,78.89516764728383,187568.0,10632.0,0.0,0.0,261.0,32.0,32.0,1.0,0.0,0.0,1.0
1400000.0,23.800413561,2.7758569921710005E-7,1400000.0,90.12892857142857,80.15230023884537,80.15292281045929,78.66145999805444,287568.0,11640.0,0.0,0.0,355.0,1.0,1.0,1.0,0.0,0.0,1.0
1500000.0,25.307334506,2.9816309433485893E-7,1500000.0,89.93686666666667,79.76369989962923,79.76150412755536,78.23607015924968,387568.0,22064.0,0.0,0.0,492.0,1.0,1.0,2.0,0.0,0.0,1.0
1600000.0,26.831385368,3.4421418633615797E-7,1600000.0,89.8985,79.6881286908055,79.68588177329995,78.15366398944612,487568.0,84880.0,0.0,0.0,667.0,29.0,29.0,4.0,0.0,0.0,1.0
1700000.0,28.260211513,3.7705581406304813E-7,1700000.0,89.91788235294118,79.72582254165535,79.73129742827444,78.19258912428607,587568.0,57448.0,0.0,0.0,819.0,54.0,54.0,5.0,0.0,0.0,1.0
1800000.0,29.709818626,3.988546509231461E-7,1800000.0,89.86427777777777,79.61813393868107,79.62825868246891,78.08129155343468,687568.0,27232.0,0.0,0.0,951.0,61.0,61.0,3.0,0.0,0.0,1.0
1900000.0,31.194896141,4.1476628944288313E-7,1900000.0,89.76794736842105,79.42483348561619,79.43475703671106,77.8763156666898,787568.0,10968.0,0.0,0.0,1054.0,44.0,44.0,1.0,0.0,0.0,1.0
2000000.0,32.701997137,4.3150340603579036E-7,2000000.0,89.68885,79.26698974311978,79.27398703110364,77.70485032995735,887568.0,12480.0,0.0,0.0,1138.0,-8.0,-8.0,1.0,0.0,0.0,1.0
