learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.603826279,4.0002331118596095E-9,10000.0,79.31,69.04783418615102,69.0871059315703,68.37841968515971,10000.0,25608.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
20000.0,0.955760374,8.662496302636962E-9,20000.0,79.785,69.68600913723517,69.78551677752036,69.50520440488759,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.153865537,1.1286903606390373E-8,30000.0,79.67999999999999,69.52798671468207,69.6414342629482,69.32212772381862,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.406325334,1.7084477504609773E-8,40000.0,79.97999999999999,69.96713707041488,70.10601761982977,69.79708833069321,40000.0,88768.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
50000.0,1.621450447,2.2071433373130856E-8,50000.0,80.616,70.9197528648022,71.06088202800753,70.74819666193825,50000.0,89608.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
60000.0,1.875336774,3.0368728971768996E-8,60000.0,80.86166666666666,71.2891171641556,71.4075844724982,71.09958976165908,60000.0,126328.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,2.060386289,3.645657165981622E-8,70000.0,80.98714285714286,71.47831996052399,71.60686094636685,71.31742850369605,70000.0,127168.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
80000.0,2.242181688,4.303935064367743E-8,80000.0,81.13625,71.70464377272555,71.78777738311118,71.52856388197117,80000.0,139968.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
90000.0,2.44607427,5.177259189766935E-8,90000.0,81.28777777777778,71.93104989826978,71.99141830761043,71.75371507161786,90000.0,165568.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,2.639539146,6.06998214314609E-8,100000.0,81.46600000000001,72.19654675674239,72.24451898885829,72.00344405673631,100000.0,178368.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,2.834614676,7.017777360026E-8,110000.0,81.62,72.42852142591356,72.49401393121462,72.26687882362624,110000.0,187808.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
120000.0,3.032171261,8.10760498804061E-8,120000.0,81.72500000000001,72.5875725629798,72.6196718855345,72.44836423940903,120000.0,213240.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
130000.0,3.215839582,9.235956188115395E-8,130000.0,81.89692307692307,72.84593112877926,72.8692805183127,72.71641721831273,130000.0,237472.0,37.0,19.0,19.0,6.0,0.0,0.0,1.0
140000.0,3.404732281,1.0513292013828125E-7,140000.0,82.01357142857142,73.02188690372584,73.04250080291189,72.90384367064091,140000.0,261392.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
150000.0,3.580690841,1.1713105920411646E-7,150000.0,82.16133333333333,73.24204506753156,73.26045028930038,73.13588675267306,150000.0,263576.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
160000.0,3.760575656,1.3110573304455107E-7,160000.0,82.251875,73.37624780700376,73.38937149175827,73.24823363165332,160000.0,300296.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
170000.0,3.923587111,1.4376956971069592E-7,170000.0,82.35882352941177,73.53725533885137,73.55005997318847,73.42772589534121,170000.0,300296.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
180000.0,4.108725098,1.6033100837569893E-7,180000.0,82.45722222222223,73.68498909539716,73.68824524418595,73.58523711133232,180000.0,345784.0,55.0,28.0,28.0,6.0,0.0,0.0,1.0
190000.0,4.277223503,1.7603515314569906E-7,190000.0,82.52947368421053,73.79361911798938,73.80999345131487,73.69501303600155,190000.0,360264.0,57.0,29.0,29.0,6.0,0.0,0.0,1.0
200000.0,4.449863646,1.9331368010778604E-7,200000.0,82.60300000000001,73.90451015799562,73.91265229615746,73.81527555144154,200000.0,386872.0,61.0,31.0,31.0,6.0,0.0,0.0,1.0
210000.0,4.628993589,2.12403966015062E-7,210000.0,82.68285714285715,74.02363025449175,74.03393025447691,73.92669706616192,210000.0,411952.0,65.0,33.0,33.0,7.0,0.0,0.0,1.0
220000.0,4.796888081,2.3033334924309414E-7,220000.0,82.75272727272728,74.1285666800862,74.13831882714578,74.03390155273767,220000.0,412792.0,65.0,33.0,33.0,7.0,0.0,0.0,1.0
230000.0,4.967243694,2.490748569890443E-7,230000.0,82.83434782608695,74.25166134112253,74.25196953096467,74.16452358049169,230000.0,425256.0,67.0,34.0,34.0,7.0,0.0,0.0,1.0
240000.0,5.134830769,2.6808060294628765E-7,240000.0,82.89375,74.34071728053652,74.33468989703869,74.26422190879173,240000.0,438376.0,69.0,35.0,35.0,8.0,0.0,0.0,1.0
250000.0,5.308270193,2.888233173403537E-7,250000.0,82.9456,74.4183273754733,74.40693430656933,74.34672474894856,250000.0,462296.0,73.0,37.0,37.0,8.0,0.0,0.0,1.0
