learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected,tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.792636029,4.618522712699862E-8,100000.0,97.744,49.74080871672603,52.10191082802545,6.390041493775872,94213.0,18784.0,4.0,30.0,41.0,-17.0,-17.0,2.0,0.0,0.0,1.0
200000.0,4.193330535,8.290540802652845E-8,200000.0,97.7825,48.50482870279329,52.20905172413804,6.827731092437377,194213.0,55512.0,0.0,0.0,71.0,-43.0,-43.0,5.0,0.0,0.0,1.0
300000.0,5.516631472,1.0728267633144641E-7,300000.0,97.75866666666667,47.729278140258465,51.68151767749366,5.6015723711921375,294213.0,25928.0,0.0,0.0,106.0,-66.0,-66.0,3.0,0.0,0.0,1.0
400000.0,6.79856401,1.3539221695642504E-7,400000.0,97.79124999999999,48.25233849878735,52.22774954039142,6.882377740303239,394213.0,39208.0,0.0,0.0,154.0,-79.0,-79.0,5.0,0.0,0.0,1.0
500000.0,8.187816789,1.5866988068316544E-7,500000.0,97.8022,48.945436334495696,52.71514629948349,7.686491935483847,494213.0,19624.0,0.0,0.0,201.0,-95.0,-95.0,2.0,0.0,0.0,1.0
600000.0,9.616683468,1.9997000535595334E-7,600000.0,97.81450000000001,49.18042897097159,52.929140641826464,8.140105078809242,594213.0,65736.0,0.0,0.0,240.0,-112.0,-112.0,4.0,0.0,0.0,1.0
700000.0,10.897165197,2.3458021095648823E-7,700000.0,97.80785714285715,48.97283550620743,52.676864244741914,7.560240963855466,694213.0,58680.0,0.0,0.0,303.0,-112.0,-112.0,4.0,0.0,0.0,1.0
800000.0,12.252566228,2.5555709071425103E-7,800000.0,97.810625,49.08547184265364,52.71328293736492,7.689469800779618,794213.0,14680.0,0.0,0.0,326.0,-152.0,-152.0,2.0,0.0,0.0,1.0
900000.0,13.594076562,3.022644252262306E-7,900000.0,97.80766666666668,48.79420979864671,52.56515049524003,7.344447053299144,894213.0,88208.0,0.0,0.0,394.0,-150.0,-150.0,4.0,0.0,0.0,1.0
1000000.0,14.924371729,3.2887121945332736E-7,1000000.0,97.8133,48.90887565407477,52.57644762524403,7.413836904056466,994213.0,31896.0,0.0,0.0,444.0,-159.0,-159.0,4.0,0.0,0.0,1.0
1100000.0,16.283293428,3.853448564860018E-7,1100000.0,97.79645454545455,48.33437685016502,52.217710140356445,6.733618069183107,1094213.0,113880.0,0.0,0.0,517.0,-142.0,-142.0,5.0,0.0,0.0,1.0
1200000.0,17.750299727,4.123694018148983E-7,1200000.0,97.787,47.88730884009423,52.04420687662529,6.344560042320786,1194213.0,25928.0,0.0,0.0,552.0,-167.0,-167.0,2.0,0.0,0.0,1.0
1300000.0,19.06367829,4.3858077094153815E-7,1300000.0,97.79523076923077,48.0256216429415,52.231592280257274,6.735650136665275,1294213.0,31728.0,0.0,0.0,641.0,-151.0,-151.0,4.0,0.0,0.0,1.0
1400000.0,20.343119768,4.639109592708656E-7,1400000.0,97.80292857142857,48.08984302346263,52.32197662522866,6.872748190983602,1394213.0,31112.0,0.0,0.0,661.0,-193.0,-193.0,4.0,0.0,0.0,1.0
1500000.0,21.714171633,5.089795560126607E-7,1500000.0,97.79726666666667,47.8759184122932,52.31490835618423,6.866420497787587,1494213.0,80664.0,0.0,0.0,744.0,-176.0,-176.0,6.0,0.0,0.0,1.0
1600000.0,23.029555861,5.30047642530205E-7,1600000.0,97.796875,47.65881970241288,52.23577235772366,6.718886448437781,1594213.0,16768.0,0.0,0.0,739.0,-239.0,-239.0,2.0,0.0,0.0,1.0
1700000.0,24.284745942,5.621116531672578E-7,1700000.0,97.79282352941176,47.50625892116435,52.1622724259269,6.596634471771222,1694213.0,52800.0,0.0,0.0,833.0,-209.0,-209.0,6.0,0.0,0.0,1.0
1800000.0,25.555475065,5.920189699371574E-7,1800000.0,97.79777777777777,47.853964371757954,52.2961394050254,6.85433653687977,1794213.0,45288.0,0.0,0.0,900.0,-210.0,-210.0,5.0,0.0,0.0,1.0
1900000.0,26.899738458,6.207051536389917E-7,1900000.0,97.7868947368421,47.64850808517164,52.11692630044625,6.512072568811298,1894213.0,37016.0,0.0,0.0,936.0,-229.0,-229.0,4.0,0.0,0.0,1.0
2000000.0,28.225204111,6.420499251359288E-7,2000000.0,97.7865,47.649418519990036,52.1270843696606,6.544226303567418,1994213.0,17104.0,0.0,0.0,970.0,-257.0,-257.0,2.0,0.0,0.0,1.0
