learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.68035441,9.013026494139599E-9,10000.0,79.97999999999999,69.99339494969351,69.8992632686814,69.5095948827292,10000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,0.918859291,1.217263092947296E-8,20000.0,79.81,69.72986014138405,69.6846846846847,69.35802094399757,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.127922448,1.4942204765246974E-8,30000.0,79.58333333333333,69.37758835934392,69.29670660183467,69.1978878551672,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.365142194,1.8870306464934513E-8,40000.0,79.5925,69.39366046198651,69.31779740650255,69.22061762376984,40000.0,64008.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
50000.0,1.656591986,2.8395219070352612E-8,50000.0,79.97800000000001,69.96821638333819,69.84184365115229,69.81547367786288,50000.0,126328.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
60000.0,1.913939663,3.8621829592815287E-8,60000.0,80.26833333333333,70.40132283594362,70.2410577382299,70.26572232268435,60000.0,153608.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
70000.0,2.11465254,4.6597858146288326E-8,70000.0,80.57285714285715,70.85619785410192,70.71327044837835,70.72587936453264,70000.0,153608.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
80000.0,2.301696593,5.4030708144673454E-8,80000.0,80.82625,71.2382221155917,71.15211013315279,71.09557548805306,80000.0,153608.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,2.523851692,6.420457535432651E-8,90000.0,80.95555555555556,71.42994642755284,71.37847541120482,71.29987776494032,90000.0,177024.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
100000.0,2.767351376,7.696857888851108E-8,100000.0,81.105,71.65493839725833,71.59714393085306,71.540674468694,100000.0,202624.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
110000.0,3.002850514,8.936437800040468E-8,110000.0,81.23363636363636,71.84871657013474,71.80187686969825,71.72656549608284,110000.0,203464.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
120000.0,3.228187726,1.025889253581874E-7,120000.0,81.38083333333334,72.06804154321944,72.03944486853796,71.94359334974133,120000.0,226856.0,35.0,18.0,18.0,6.0,0.0,0.0,1.0
130000.0,3.421704513,1.1465449227950846E-7,130000.0,81.47384615384615,72.21000728672226,72.18841299352172,72.12919352412253,130000.0,241008.0,37.0,19.0,19.0,6.0,0.0,0.0,1.0
140000.0,3.609455905,1.2698230709071166E-7,140000.0,81.56285714285715,72.34483448942143,72.33025319983707,72.25440982038246,140000.0,253808.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
150000.0,3.810129884,1.4261563252990236E-7,150000.0,81.624,72.43724355072023,72.43131332326494,72.33252363840764,150000.0,301136.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
160000.0,3.978646751,1.5581702747545928E-7,160000.0,81.72874999999999,72.59522493745587,72.57032408189306,72.48849530872097,160000.0,302816.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
